SNO,Protein A,Protein B,UniProtID A,UniProtID B,PDB ID A,PDB ID B
542,HNRNPH2,HNRNPK,P55795,P61979,"1WEZ, 1WG5, 6DG1, 8SGH",No 3D Structure
543,FRAT1,GSK3A,Q92837,Q2NL51,"1GNG, 3ZRK, 3ZRL, 3ZRM, 4AFJ, 5OY4",No 3D Structure
544,MATR3,HNRNPH2,P43243,P55795,No 3D Structure,"1WEZ, 1WG5, 6DG1, 8SGH"
545,DHX9,HNRNPH1,Q5R874,P31943,No 3D Structure,"2LXU, 6DHS, 7ZUG"
546,TAX1BP1,UBC,Q3UKC1,P0CG48,No 3D Structure,"1C3T, 1CMX, 1D3Z, 1F9J, 1FXT, 1G6J, 1GJZ, 1NBF, 1OGW, 1Q5W, 1S1Q, 1SIF, 1TBE, 1UBI, 1UBQ, 1UD7, 1XD3, 1XQQ, 1YX5, 1YX6, 1ZGU, 2AYO, 2BGF, 2DEN, 2FUH, 2G45, 2GBJ, 2GBK, 2GBM, 2GBN, 2GBR, 2GMI, 2HTH, 2IBI, 2J7Q, 2JF5, 2JRI, 2JY6, 2JZZ, 2K25, 2K6D, 2K8B, 2K8C, 2KDF, 2KJH, 2KLG, 2KN5, 2KX0, 2L3Z, 2LD9, 2LVO, 2LVP, 2LVQ, 2LZ6, 2MBO, 2MBQ, 2MCN, 2MI8, 2MJ5, 2MOR, 2MRE, 2MWS, 2N2K, 2NR2, 2O6V, 2OJR, 2PE9, 2PEA, 2RR9, 2RU6, 2W9N, 2WDT, 2XEW, 2Z59, 2ZCB, 2ZVN, 2ZVO, 3A33, 3ALB, 3AUL, 3B08, 3B0A, 3BY4, 3C0R, 3DVG, 3DVN, 3EEC, 3EFU, 3EHV, 3H7P, 3H7S, 3HM3, 3IFW, 3IHP, 3JSV, 3JVZ, 3JW0, 3K9O, 3K9P, 3KVF, 3KW5, 3LDZ, 3MHS, 3MTN, 3N30, 3N32, 3N3K, 3NS8, 3O65, 3OFI, 3OJ4, 3ONS, 3PT2, 3PTF, 3Q3F, 3RUL, 3TMP, 3U30, 3UGB, 3V6C, 3V6E, 3VFK, 3VUW, 3VUX, 3VUY, 3WXE, 3WXF, 3ZNI, 3ZNZ, 4AP4, 4AUQ, 4BOS, 4BOZ, 4BVU, 4DDG, 4DDI, 4DHJ, 4DHZ, 4FJV, 4HK2, 4HXD, 4I6L, 4I6N, 4IG7, 4IUM, 4JQW, 4K1R, 4K7S, 4K7U, 4K7W, 4KSK, 4KSL, 4LCD, 4LDT, 4MDK, 4MM3, 4MSM, 4MSQ, 4NQK, 4UN2, 4V3K, 4V3L, 4XOK, 4XOL, 4ZQS, 5AF4, 5AF5, 5AF6, 5AIU, 5B83, 5C7J, 5C7M, 5E6J, 5H07, 5NL4, 5NLF, 5NLI, 5NMC, 5OE7, 5OHV, 5OXH, 5OXI, 5UDH, 5WQ4, 5ZQ3, 5ZQ4, 5ZQ5, 5ZQ6, 5ZQ7, 6A43, 6A44, 6AQR, 6B7M, 6B7O, 6EQI, 6K2U, 6KBE, 6N13, 6N6R, 6NQA, 6NXK, 6OI4, 6P5B, 6Q00, 6QML, 6RYA, 6S53, 6SQR, 6T7F, 6T9L, 6TNF, 6TTU, 6TUV, 6TXB, 6ULH, 6UMP, 6UMS, 6UPU, 6V5D, 6VAE, 6VAF, 6VEN, 6W9D, 6W9R, 6W9S, 6WJD, 6WKR, 6WTG, 6YPT, 6Z7V, 7B5L, 7B5M, 7B5N, 7BBD, 7BBF, 7BXG, 7EAL, 7EAO, 7EB9, 7JXV, 7K6P, 7K6Q, 7KEO, 7M4M, 7M4N, 7M4O, 7MEX, 7MIC, 7MYF, 7NPI, 7OWD, 7R70, 7R71, 7TV4, 7UV5, 7UYH, 7YUI, 7ZJ3, 8A9J, 8A9K, 8ADB, 8AMS, 8B3G, 8B3I, 8E7O, 8EAZ, 8EB0, 8FTQ, 8JRT, 8JTI, 8K6E, 8K6F, 8K6I, 8K6R, 8K6V, 8OFF, 8PJN, 8PMQ, 8PQL, 8Q7R, 8R5H, 8RX0, 8SSI, 8ST7, 8ST8, 8ST9, 8SVF, 8T48, 8U5H, 9D1I, 9D1Y, 9D1Z, 9D8P, 9DBY, 9DDE, 9DG3, 9EBS, 9EGV, 9EGW, 9FCI, 9FCJ, 9FJ3, 9FJ4"
547,SFN,YWHAZ,O70456,P63104,No 3D Structure,"1IB1, 1QJA, 1QJB, 2C1J, 2C1N, 2O02, 2WH0, 3CU8, 3NKX, 3RDH, 4BG6, 4FJ3, 4HKC, 4IHL, 4N7G, 4N7Y, 4N84, 4WRQ, 4ZDR, 5D2D, 5D3F, 5EWZ, 5EXA, 5J31, 5JM4, 5M35, 5M36, 5M37, 5NAS, 5ULO, 5WXN, 5XY9, 6EF5, 6EJL, 6EWW, 6F08, 6F09, 6FN9, 6FNA, 6FNB, 6FNC, 6Q0K, 6RLZ, 6U2H, 6XAG, 6YMO, 6YO8, 6YOS, 6ZFD, 6ZFG, 7D8H, 7D8P, 7D9V, 7MFD, 7MFE, 7MFF, 7Q16, 7ZIT, 8A9G, 8AH2, 8P1H, 8QDV, 8WE2, 8WF6, 9FUM, 9FVL"
548,SNCA,UBC,Q3T0G8,P0CG48,No 3D Structure,"1C3T, 1CMX, 1D3Z, 1F9J, 1FXT, 1G6J, 1GJZ, 1NBF, 1OGW, 1Q5W, 1S1Q, 1SIF, 1TBE, 1UBI, 1UBQ, 1UD7, 1XD3, 1XQQ, 1YX5, 1YX6, 1ZGU, 2AYO, 2BGF, 2DEN, 2FUH, 2G45, 2GBJ, 2GBK, 2GBM, 2GBN, 2GBR, 2GMI, 2HTH, 2IBI, 2J7Q, 2JF5, 2JRI, 2JY6, 2JZZ, 2K25, 2K6D, 2K8B, 2K8C, 2KDF, 2KJH, 2KLG, 2KN5, 2KX0, 2L3Z, 2LD9, 2LVO, 2LVP, 2LVQ, 2LZ6, 2MBO, 2MBQ, 2MCN, 2MI8, 2MJ5, 2MOR, 2MRE, 2MWS, 2N2K, 2NR2, 2O6V, 2OJR, 2PE9, 2PEA, 2RR9, 2RU6, 2W9N, 2WDT, 2XEW, 2Z59, 2ZCB, 2ZVN, 2ZVO, 3A33, 3ALB, 3AUL, 3B08, 3B0A, 3BY4, 3C0R, 3DVG, 3DVN, 3EEC, 3EFU, 3EHV, 3H7P, 3H7S, 3HM3, 3IFW, 3IHP, 3JSV, 3JVZ, 3JW0, 3K9O, 3K9P, 3KVF, 3KW5, 3LDZ, 3MHS, 3MTN, 3N30, 3N32, 3N3K, 3NS8, 3O65, 3OFI, 3OJ4, 3ONS, 3PT2, 3PTF, 3Q3F, 3RUL, 3TMP, 3U30, 3UGB, 3V6C, 3V6E, 3VFK, 3VUW, 3VUX, 3VUY, 3WXE, 3WXF, 3ZNI, 3ZNZ, 4AP4, 4AUQ, 4BOS, 4BOZ, 4BVU, 4DDG, 4DDI, 4DHJ, 4DHZ, 4FJV, 4HK2, 4HXD, 4I6L, 4I6N, 4IG7, 4IUM, 4JQW, 4K1R, 4K7S, 4K7U, 4K7W, 4KSK, 4KSL, 4LCD, 4LDT, 4MDK, 4MM3, 4MSM, 4MSQ, 4NQK, 4UN2, 4V3K, 4V3L, 4XOK, 4XOL, 4ZQS, 5AF4, 5AF5, 5AF6, 5AIU, 5B83, 5C7J, 5C7M, 5E6J, 5H07, 5NL4, 5NLF, 5NLI, 5NMC, 5OE7, 5OHV, 5OXH, 5OXI, 5UDH, 5WQ4, 5ZQ3, 5ZQ4, 5ZQ5, 5ZQ6, 5ZQ7, 6A43, 6A44, 6AQR, 6B7M, 6B7O, 6EQI, 6K2U, 6KBE, 6N13, 6N6R, 6NQA, 6NXK, 6OI4, 6P5B, 6Q00, 6QML, 6RYA, 6S53, 6SQR, 6T7F, 6T9L, 6TNF, 6TTU, 6TUV, 6TXB, 6ULH, 6UMP, 6UMS, 6UPU, 6V5D, 6VAE, 6VAF, 6VEN, 6W9D, 6W9R, 6W9S, 6WJD, 6WKR, 6WTG, 6YPT, 6Z7V, 7B5L, 7B5M, 7B5N, 7BBD, 7BBF, 7BXG, 7EAL, 7EAO, 7EB9, 7JXV, 7K6P, 7K6Q, 7KEO, 7M4M, 7M4N, 7M4O, 7MEX, 7MIC, 7MYF, 7NPI, 7OWD, 7R70, 7R71, 7TV4, 7UV5, 7UYH, 7YUI, 7ZJ3, 8A9J, 8A9K, 8ADB, 8AMS, 8B3G, 8B3I, 8E7O, 8EAZ, 8EB0, 8FTQ, 8JRT, 8JTI, 8K6E, 8K6F, 8K6I, 8K6R, 8K6V, 8OFF, 8PJN, 8PMQ, 8PQL, 8Q7R, 8R5H, 8RX0, 8SSI, 8ST7, 8ST8, 8ST9, 8SVF, 8T48, 8U5H, 9D1I, 9D1Y, 9D1Z, 9D8P, 9DBY, 9DDE, 9DG3, 9EBS, 9EGV, 9EGW, 9FCI, 9FCJ, 9FJ3, 9FJ4"
549,NCSTN,BACE1,P57716,P56817,No 3D Structure,"1FKN, 1M4H, 1PY1, 1SGZ, 1TQF, 1UJJ, 1UJK, 1W50, 1W51, 1XN2, 1XN3, 1XS7, 1YM2, 1YM4, 2B8L, 2B8V, 2F3E, 2F3F, 2FDP, 2G94, 2HIZ, 2HM1, 2IQG, 2IRZ, 2IS0, 2NTR, 2OAH, 2OF0, 2OHK, 2OHL, 2OHM, 2OHN, 2OHP, 2OHQ, 2OHR, 2OHS, 2OHT, 2OHU, 2P4J, 2P83, 2P8H, 2PH6, 2PH8, 2Q11, 2Q15, 2QK5, 2QMD, 2QMF, 2QMG, 2QP8, 2QU2, 2QU3, 2QZK, 2QZL, 2VA5, 2VA6, 2VA7, 2VIE, 2VIJ, 2VIY, 2VIZ, 2VJ6, 2VJ7, 2VJ9, 2VKM, 2VNM, 2VNN, 2WEZ, 2WF0, 2WF1, 2WF2, 2WF3, 2WF4, 2WJO, 2XFI, 2XFJ, 2XFK, 2ZDZ, 2ZE1, 2ZHR, 2ZHS, 2ZHT, 2ZHU, 2ZHV, 2ZJH, 2ZJI, 2ZJJ, 2ZJK, 2ZJL, 2ZJM, 2ZJN, 3BRA, 3BUF, 3BUG, 3BUH, 3CIB, 3CIC, 3CID, 3CKP, 3CKR, 3DM6, 3DUY, 3DV1, 3DV5, 3EXO, 3FKT, 3H0B, 3HVG, 3HW1, 3I25, 3IGB, 3IN3, 3IN4, 3IND, 3INE, 3INF, 3INH, 3IVH, 3IVI, 3IXJ, 3IXK, 3K5C, 3K5D, 3K5F, 3K5G, 3KMX, 3KMY, 3KN0, 3KYR, 3L38, 3L3A, 3L58, 3L59, 3L5B, 3L5C, 3L5D, 3L5E, 3L5F, 3LHG, 3LNK, 3LPI, 3LPJ, 3LPK, 3MSJ, 3MSK, 3MSL, 3N4L, 3NSH, 3OHF, 3OHH, 3OOZ, 3PI5, 3QBH, 3QI1, 3R1G, 3R2F, 3RSV, 3RSX, 3RTH, 3RTM, 3RTN, 3RU1, 3RVI, 3S2O, 3S7L, 3S7M, 3SKF, 3SKG, 3TPJ, 3TPL, 3TPP, 3TPR, 3U6A, 3UDH, 3UDJ, 3UDK, 3UDM, 3UDN, 3UDP, 3UDQ, 3UDR, 3UDY, 3UFL, 3UQP, 3UQR, 3UQU, 3UQW, 3UQX, 3VEU, 3VF3, 3VG1, 3VV6, 3VV7, 3VV8, 3WB4, 3WB5, 3ZMG, 3ZOV, 4ACU, 4ACX, 4AZY, 4B00, 4B05, 4B0Q, 4B1C, 4B1D, 4B1E, 4B70, 4B72, 4B77, 4B78, 4BEK, 4BFD, 4D83, 4D85, 4D88, 4D89, 4D8C, 4DH6, 4DI2, 4DJU, 4DJV, 4DJW, 4DJX, 4DJY, 4DPF, 4DPI, 4DUS, 4DV9, 4DVF, 4EWO, 4EXG, 4FCO, 4FGX, 4FM7, 4FM8, 4FRI, 4FRJ, 4FRK, 4FRS, 4FS4, 4FSE, 4FSL, 4GID, 4GMI, 4H1E, 4H3F, 4H3G, 4H3I, 4H3J, 4HA5, 4HZT, 4I0D, 4I0E, 4I0F, 4I0G, 4I0H, 4I0I, 4I0J, 4I0Z, 4I10, 4I11, 4I12, 4I1C, 4IVS, 4IVT, 4J0P, 4J0T, 4J0V, 4J0Y, 4J0Z, 4J17, 4J1C, 4J1E, 4J1F, 4J1H, 4J1I, 4J1K, 4JOO, 4JP9, 4JPC, 4JPE, 4K8S, 4K9H, 4KE0, 4KE1, 4L7G, 4L7H, 4L7J, 4LC7, 4LXA, 4LXK, 4LXM, 4N00, 4PZW, 4PZX, 4R5N, 4R8Y, 4R91, 4R92, 4R93, 4R95, 4RCD, 4RCE, 4RCF, 4RRN, 4RRO, 4RRS, 4TRW, 4TRY, 4TRZ, 4WTU, 4WY1, 4WY6, 4X2L, 4X7I, 4XKX, 4XXS, 4YBI, 4ZPE, 4ZPF, 4ZPG, 4ZSM, 4ZSP, 4ZSQ, 4ZSR, 5CLM, 5DQC, 5ENK, 5ENM, 5EZX, 5EZZ, 5F00, 5F01, 5HD0, 5HDU, 5HDV, 5HDX, 5HDZ, 5HE4, 5HE5, 5HE7, 5HTZ, 5HU0, 5HU1, 5I3V, 5I3W, 5I3X, 5I3Y, 5IE1, 5KQF, 5KR8, 5MBW, 5MCO, 5MCQ, 5MXD, 5QCO, 5QCP, 5QCQ, 5QCR, 5QCS, 5QCT, 5QCU, 5QCV, 5QCW, 5QCX, 5QCY, 5QCZ, 5QD0, 5QD1, 5QD2, 5QD3, 5QD4, 5QD5, 5QD6, 5QD7, 5QD8, 5QD9, 5QDA, 5QDB, 5QDC, 5QDD, 5T1U, 5T1W, 5TOL, 5UYU, 5V0N, 5YGX, 5YGY, 6BFD, 6BFE, 6BFW, 6BFX, 6C2I, 6DHC, 6DMI, 6E3Z, 6EJ2, 6EJ3, 6EQM, 6FGY, 6JSE, 6JSF, 6JSG, 6JSN, 6JT3, 6JT4, 6NV7, 6NV9, 6NW3, 6OD6, 6PZ4, 6UVP, 6UVV, 6UVY, 6UWP, 6UWV, 6WNY, 7B1E, 7B1P, 7B1Q, 7D2V, 7D2X, 7D36, 7D5A, 7DCZ, 7F1D, 7MYI, 7MYR, 7MYU, 7N66"
550,ATXN3,HTT,Q9CVD2,P42858,No 3D Structure,"2LD0, 2LD2, 3IO4, 3IO6, 3IOR, 3IOT, 3IOU, 3IOV, 3IOW, 3LRH, 4FE8, 4FEB, 4FEC, 4FED, 4RAV, 6EZ8, 6N8C, 6RMH, 6X9O, 6YEJ, 7DXJ, 7DXK, 8R2O, 8SAH, 8VLX, 8W15"
551,HNRNPH1,RALY,P31943,Q64012,"2LXU, 6DHS, 7ZUG",No 3D Structure
552,RAB3A,SNCA,P63011,Q3T0G8,No 3D Structure,No 3D Structure
553,APP,LRP8,A2VEY9,Q14114,No 3D Structure,"3A7Q, 5B4X, 5B4Y, 7UCX"
554,LYRM2,NDUFAB1,Q9NU23,O14561,No 3D Structure,"2DNW, 5OOL, 5OOM, 5XTB, 5XTC, 5XTD, 5XTH, 5XTI, 6ODD, 7A5H, 7A5J, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF5, 7OF7, 7OI6, 7OI7, 7OI8, 7OI9, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 8K2B, 8PK0, 8QSJ, 8QU5"
555,SFPQ,SRSF3,Q8VIJ6,P84103,No 3D Structure,"2I2Y, 2I38, 9ASQ"
556,HNRNPU,PABPC1,Q8VEK3,P11940,No 3D Structure,"1CVJ, 1G9L, 1JGN, 1JH4, 2D9P, 2K8G, 2RQG, 2RQH, 2X04, 3KTP, 3KTR, 3KUI, 3KUJ, 3KUR, 3KUS, 3KUT, 3PKN, 3PTH, 4F02, 4F25, 4F26, 5DX1, 5DX8, 5DXA, 5LGP, 5LGQ, 5LGR, 5LGS, 7BN3, 8SMO"
557,TNFRSF4,TNFRSF9,P47741,P20334,No 3D Structure,"1D0J, 5WI8, 5WIW, 5WJF, 6MKZ"
558,TARDBP,APP,Q13148,A2VEY9,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR",No 3D Structure
559,IFNA5,IFNA16,P01569,P05015,No 3D Structure,No 3D Structure
560,HNRNPU,SRSF7,Q8VEK3,Q8BL97,No 3D Structure,No 3D Structure
561,HNRNPA1,RALY,P09651,Q64012,"1HA1, 1L3K, 1PGZ, 1PO6, 1U1K, 1U1L, 1U1M, 1U1N, 1U1O, 1U1P, 1U1Q, 1U1R, 1UP1, 2H4M, 2LYV, 2UP1, 4YOE, 5MPG, 5MPL, 5ZGD, 5ZGL, 6BXX, 6DCL, 6J60, 7BX7, 7ZJ2, 8IK7, 8IKB, 8IKP, 8IKS, 8RZV, 8X0N, 9F1S, 9F4D, 9F4G, 9F4H, 9F4J, 9F4K, 9F4L, 9F4N, 9F4O, 9F4P, 9F4Q, 9F4R, 9F4S, 9F4T, 9F4U, 9F4V, 9F4W, 9F4X, 9F4Y, 9F4Z, 9F50, 9F51, 9F52, 9F53, 9F54, 9F55, 9F5C, 9F5D, 9F5E, 9F5F, 9F5G, 9F5K, 9F7F, 9F7H, 9GEA, 9GPJ, 9HQ9, 9HQJ, 9HQL",No 3D Structure
562,IFNA1,IFNA6,P01572,P05013,No 3D Structure,No 3D Structure
563,NDUFS3,TIMMDC1,O75489,Q9NPL8,"5XTB, 5XTD, 5XTH, 5XTI",No 3D Structure
564,ATXN2,SH3GL3,O70305,Q99963,No 3D Structure,"2EW3, 2Z0V"
565,HNRNPA1,RBM14,P09651,Q8C2Q3,"1HA1, 1L3K, 1PGZ, 1PO6, 1U1K, 1U1L, 1U1M, 1U1N, 1U1O, 1U1P, 1U1Q, 1U1R, 1UP1, 2H4M, 2LYV, 2UP1, 4YOE, 5MPG, 5MPL, 5ZGD, 5ZGL, 6BXX, 6DCL, 6J60, 7BX7, 7ZJ2, 8IK7, 8IKB, 8IKP, 8IKS, 8RZV, 8X0N, 9F1S, 9F4D, 9F4G, 9F4H, 9F4J, 9F4K, 9F4L, 9F4N, 9F4O, 9F4P, 9F4Q, 9F4R, 9F4S, 9F4T, 9F4U, 9F4V, 9F4W, 9F4X, 9F4Y, 9F4Z, 9F50, 9F51, 9F52, 9F53, 9F54, 9F55, 9F5C, 9F5D, 9F5E, 9F5F, 9F5G, 9F5K, 9F7F, 9F7H, 9GEA, 9GPJ, 9HQ9, 9HQJ, 9HQL",No 3D Structure
566,SFPQ,EWSR1,Q8VIJ6,Q61545,No 3D Structure,No 3D Structure
567,APOA1,SNCA,P0DMA9,Q3T0G8,No 3D Structure,No 3D Structure
568,IL20RA,STAT3,Q9UHF4,Q6DV79,4DOH,No 3D Structure
569,TARDBP,TAF15,Q13148,Q9AST1,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR",No 3D Structure
570,FUS,SNRNP70,P56959,P08621,No 3D Structure,"2L5I, 2L5J, 3CW1, 3PGW, 4PJO, 4PKD, 6QX9, 7B0Y, 7VPX, 8R08"
571,RBMX,SRSF9,Q9WV02,Q13242,No 3D Structure,No 3D Structure
572,SQSTM1,VCP,Q64337,P42660,"2RRU, 2ZJD, 3ADE, 3B0F, 3WDZ",No 3D Structure
573,SFPQ,U2AF2,Q8VIJ6,P26368,No 3D Structure,"1JMT, 1O0P, 1OPI, 1U2F, 2G4B, 2HZC, 2M0G, 2U2F, 2YH0, 2YH1, 3VAF, 3VAG, 3VAH, 3VAI, 3VAJ, 3VAK, 3VAL, 3VAM, 4FXW, 4TU7, 4TU8, 4TU9, 5EV1, 5EV2, 5EV3, 5EV4, 5W0G, 5W0H, 6TR0, 6XLV, 6XLW, 6XLX, 7S3A, 7S3B, 7S3C, 7SN6, 8P25, 9C7A, 9C7B, 9DWU"
574,CPSF6,NONO,Q6NVF9,Q5FVM4,No 3D Structure,No 3D Structure
575,IFNA5,IFNA4,P01569,P05014,No 3D Structure,No 3D Structure
576,TTR,CLU,G5ED35,A1ZAB5,3UAF,No 3D Structure
577,MATR3,ILF2,P43243,Q12905,No 3D Structure,No 3D Structure
578,BRAF,SFN,P28028,O70456,No 3D Structure,No 3D Structure
579,IFNL1,STAT1,Q8IU54,Q764M5,"3OG4, 3OG6",No 3D Structure
580,RNF31,TRAF6,Q96EP0,B6CJY4,"2CT7, 4DBG, 4JUY, 4LJO, 4LJP, 4LJQ, 4OWF, 4OYJ, 4OYK, 4P09, 4P0A, 4P0B, 5EDV, 5LJN, 5X0W, 6GZY, 6KC5, 6KC6, 6SC5, 6SC6, 6SC7, 6SC8, 6SC9, 7TV4, 7UY2, 7UYJ, 7UYK, 7V8F, 7V8G, 8Z30, 8Z36, 9AZJ, 9B0B, 9B0Z, 9B12",No 3D Structure
581,HNRNPA1,TAF15,P09651,Q9AST1,"1HA1, 1L3K, 1PGZ, 1PO6, 1U1K, 1U1L, 1U1M, 1U1N, 1U1O, 1U1P, 1U1Q, 1U1R, 1UP1, 2H4M, 2LYV, 2UP1, 4YOE, 5MPG, 5MPL, 5ZGD, 5ZGL, 6BXX, 6DCL, 6J60, 7BX7, 7ZJ2, 8IK7, 8IKB, 8IKP, 8IKS, 8RZV, 8X0N, 9F1S, 9F4D, 9F4G, 9F4H, 9F4J, 9F4K, 9F4L, 9F4N, 9F4O, 9F4P, 9F4Q, 9F4R, 9F4S, 9F4T, 9F4U, 9F4V, 9F4W, 9F4X, 9F4Y, 9F4Z, 9F50, 9F51, 9F52, 9F53, 9F54, 9F55, 9F5C, 9F5D, 9F5E, 9F5F, 9F5G, 9F5K, 9F7F, 9F7H, 9GEA, 9GPJ, 9HQ9, 9HQJ, 9HQL",No 3D Structure
582,INS,SRC,P01308,Q1JPZ3,"1A7F, 1AI0, 1AIY, 1B9E, 1BEN, 1EFE, 1EV3, 1EV6, 1EVR, 1FU2, 1FUB, 1G7A, 1G7B, 1GUJ, 1HIQ, 1HIS, 1HIT, 1HLS, 1HTV, 1HUI, 1IOG, 1IOH, 1J73, 1JCA, 1JCO, 1JK8, 1K3M, 1KMF, 1LKQ, 1LPH, 1MHI, 1MHJ, 1MSO, 1OS3, 1OS4, 1Q4V, 1QIY, 1QIZ, 1QJ0, 1RWE, 1SF1, 1SJT, 1SJU, 1T0C, 1T1K, 1T1P, 1T1Q, 1TRZ, 1TYL, 1TYM, 1UZ9, 1VKT, 1W8P, 1XDA, 1XGL, 1XW7, 1ZEG, 1ZEH, 1ZNJ, 2AIY, 2C8Q, 2C8R, 2CEU, 2G54, 2G56, 2H67, 2HH4, 2HHO, 2HIU, 2JMN, 2JUM, 2JUU, 2JUV, 2JV1, 2JZQ, 2K91, 2K9R, 2KJJ, 2KJU, 2KQP, 2KQQ, 2KXK, 2L1Y, 2L1Z, 2LGB, 2LWZ, 2M1D, 2M1E, 2M2M, 2M2N, 2M2O, 2M2P, 2MLI, 2MPG, 2MPI, 2MVC, 2MVD, 2N2V, 2N2W, 2N2X, 2OLY, 2OLZ, 2OM0, 2OM1, 2OMG, 2OMH, 2OMI, 2OMQ, 2QIU, 2R34, 2R35, 2R36, 2RN5, 2VJZ, 2VK0, 2W44, 2WBY, 2WC0, 2WRU, 2WRV, 2WRW, 2WRX, 2WS0, 2WS1, 2WS4, 2WS6, 2WS7, 3AIY, 3BXQ, 3E7Y, 3E7Z, 3EXX, 3FQ9, 3HYD, 3I3Z, 3I40, 3ILG, 3INC, 3IR0, 3JSD, 3KQ6, 3P2X, 3P33, 3Q6E, 3ROV, 3TT8, 3U4N, 3UTQ, 3UTS, 3UTT, 3V19, 3V1G, 3W11, 3W12, 3W13, 3W7Y, 3W7Z, 3W80, 3ZI3, 3ZQR, 3ZS2, 3ZU1, 4AIY, 4AJX, 4AJZ, 4AK0, 4AKJ, 4CXL, 4CXN, 4CY7, 4EFX, 4EWW, 4EWX, 4EWZ, 4EX0, 4EX1, 4EXX, 4EY1, 4EY9, 4EYD, 4EYN, 4EYP, 4F0N, 4F0O, 4F1A, 4F1B, 4F1C, 4F1D, 4F1F, 4F1G, 4F4T, 4F4V, 4F51, 4F8F, 4FG3, 4FKA, 4GBC, 4GBI, 4GBK, 4GBL, 4GBN, 4IUZ, 4IYD, 4IYF, 4NIB, 4OGA, 4P65, 4RXW, 4UNE, 4UNG, 4UNH, 4WDI, 4XC4, 4Y19, 4Y1A, 4Z76, 4Z77, 4Z78, 5AIY, 5BOQ, 5BPO, 5BQQ, 5BTS, 5C0D, 5CJO, 5CNY, 5CO2, 5CO6, 5CO9, 5E7W, 5EMS, 5EN9, 5ENA, 5HPR, 5HPU, 5HQI, 5HRQ, 5HYJ, 5MAM, 5MHD, 5MT3, 5MT9, 5MWQ, 5T7R, 5UDP, 5UOZ, 5UQA, 5URT, 5URU, 5USP, 5USS, 5USV, 5UU2, 5UU3, 5UU4, 5VIZ, 5WBT, 5WDM, 5WOB, 6B3Q, 6B70, 6BFC, 6CE7, 6CE9, 6CEB, 6CK2, 6GNQ, 6GV0, 6H3M, 6HN5, 6JK8, 6JR3, 6K59, 6NWV, 6O17, 6P4Z, 6S34, 6S4I, 6S4J, 6SOF, 6TC2, 6TYH, 6U46, 6VEP, 6VER, 6VES, 6VET, 6X4X, 6Z7W, 6Z7Y, 7BW7, 7BW8, 7BWA, 7JP3, 7KD6, 7MD4, 7MD5, 7MQO, 7MQR, 7MQS, 7NHU, 7NMG, 7PG0, 7PG2, 7PG3, 7PG4, 7QAC, 7QGF, 7QID, 7RKD, 7RZE, 7RZF, 7RZI, 7S4Y, 7SL1, 7SL2, 7SL3, 7SL4, 7SL6, 7SL7, 7STH, 7STI, 7STJ, 7STK, 7U6E, 7V3P, 7YQ3, 7YQ4, 7YQ5, 7Z5L, 7Z5Q, 8EYX, 8EYY, 8EZ0, 8GSG, 8GUY, 8HGZ, 8HSF, 8HSK, 8IPZ, 8OKY, 8ONI, 8ONK, 8ONP, 8ONR, 8PI4, 8PI5, 8PI6, 8PJC, 8PJH, 8RRP, 8RVT, 8SBD, 8VCX, 8VDD, 8WU0, 8Z4B, 9LVC, 9LVD, 9LVE, 9LVX, 9LVY",No 3D Structure
583,ABL1,YAP1,P00520,A0A8C0NGY6,"1ABO, 1ABQ, 1FPU, 1IEP, 1M52, 1OPJ, 1OPK, 2HZN, 2QOH, 2Z60, 3DK3, 3DK6, 3DK7, 3IK3, 3K5V, 3KF4, 3KFA, 3MS9, 3MSS, 3OXZ, 3OY3, 5IH2, 6HD4, 6HD6",No 3D Structure
584,NOTCH1,APP,P21783,A2VEY9,No 3D Structure,No 3D Structure
